chlorophyll,sst,ssh,salinity,month,location,fish_name
1.83,16.51,0.47,33.49,10,Mumbai,Salmon
1.5,26.13,0.27,36.94,11,Chennai,Barracuda
3.01,28.98,0.58,31.51,1,Kochi,Hilsa
2.22,28.23,0.24,35.7,5,Mumbai,Ribbonfish
2.76,26.94,0.51,32.07,9,Chennai,Bombay Duck
2.03,28.9,0.6,34.63,12,Chennai,Ribbonfish
1.88,30.45,0.48,34.27,7,Mumbai,Kingfish
3.67,25.67,0.66,28.89,8,Chennai,Catfish
3.98,28.36,0.34,30.1,5,Visakhapatnam,Bombay Duck
1.31,8.1,0.24,33.24,7,Kochi,Cod
2.91,27.93,0.46,30.74,3,Kochi,Bombay Duck
2.5,25.32,0.23,32.53,5,Mangalore,Croakers
3.94,16.57,0.55,33.52,4,Mangalore,Herring
2.8,29.26,0.65,34.42,1,Kochi,Ribbonfish
2.4,26.23,0.61,33.01,6,Kochi,Grouper
1.39,15.65,0.33,33.05,11,Chennai,Salmon
2.76,23.02,0.37,30.38,8,Gujarat,Catfish
3.19,28.89,0.45,32.55,4,Chennai,Bombay Duck
0.98,20.33,0.21,36.96,7,Kochi,Shark
2.44,30.88,0.66,36.71,9,Chennai,Barracuda
1.55,13.84,0.58,31.89,2,Visakhapatnam,Salmon
3.53,27.36,0.55,27.45,2,Gujarat,Tilapia
3.33,28.54,0.64,29.07,7,Goa,Hilsa
3.09,24.6,0.61,32.12,1,Chennai,Hilsa
4.33,16.77,0.26,30.1,1,Gujarat,Herring
5.15,25.63,0.54,31.72,5,Visakhapatnam,Anchovy
3.79,24.42,0.58,33.91,7,Goa,Croakers
1.82,12.22,0.63,33.36,1,Visakhapatnam,Cod
3.85,16.13,0.69,30.05,1,Gujarat,Herring
4.6,23.95,0.61,30.56,9,Goa,Anchovy
2.7,30.63,0.41,34.83,4,Visakhapatnam,Kingfish
1.68,28.72,0.27,35.86,1,Gujarat,Tuna
3.57,24.74,0.57,33.53,2,Goa,Croakers
2.4,29.35,0.36,36.28,2,Mangalore,Kingfish
2.51,28.92,0.44,35.3,4,Chennai,Snapper
1.85,25.96,0.31,36.66,4,Goa,Shark
3.7,28.66,0.34,30.34,9,Mangalore,Bombay Duck
4.2,28.69,0.55,29.29,4,Mangalore,Hilsa
1.27,22.87,0.65,35.79,3,Mumbai,Shark
2.28,28.76,0.5,36.96,6,Visakhapatnam,Tuna
3.1,13.25,0.63,33.89,2,Visakhapatnam,Herring
2.11,30.44,0.43,34.17,5,Mangalore,Barracuda
2.02,28.69,0.34,33.02,10,Mumbai,Mackerel
2.62,27.53,0.25,33.48,1,Chennai,Snapper
3.48,26.91,0.68,33.29,2,Kochi,Mackerel
1.88,25.38,0.27,35.57,3,Kochi,Snapper
1.71,27.49,0.55,35.42,5,Mumbai,Snapper
2.11,26.75,0.3,35.0,3,Chennai,Grouper
2.15,27.01,0.53,36.82,11,Goa,Seer Fish
2.47,27.73,0.57,35.78,2,Gujarat,Mackerel
2.61,27.54,0.24,35.99,2,Mumbai,Ribbonfish
1.73,28.13,0.63,34.87,3,Visakhapatnam,Barracuda
4.19,25.24,0.24,32.38,11,Chennai,Sardine
1.81,28.32,0.67,36.21,11,Mumbai,Seer Fish
1.99,9.24,0.46,31.75,6,Goa,Cod
4.82,27.93,0.62,32.21,2,Mumbai,Sardine
2.5,25.55,0.7,34.34,12,Visakhapatnam,Pomfret
1.99,24.82,0.42,34.25,2,Visakhapatnam,Grouper
1.1,14.88,0.38,33.9,12,Kochi,Cod
2.58,28.24,0.32,33.56,11,Mumbai,Bombay Duck
2.59,28.65,0.46,34.18,5,Kochi,Seer Fish
2.7,16.07,0.51,33.52,2,Goa,Herring
1.6,8.88,0.39,33.21,8,Goa,Cod
4.06,25.2,0.61,32.56,4,Gujarat,Hilsa
1.57,27.67,0.65,35.86,6,Visakhapatnam,Grouper
4.14,25.05,0.69,32.13,2,Gujarat,Sardine
2.9,26.8,0.37,34.15,2,Visakhapatnam,Snapper
2.66,14.2,0.28,33.52,2,Visakhapatnam,Salmon
4.36,13.16,0.28,32.5,1,Kochi,Herring
2.79,29.21,0.56,36.29,5,Visakhapatnam,Seer Fish
3.33,26.04,0.66,32.53,11,Kochi,Hilsa
3.55,25.01,0.41,28.45,12,Mumbai,Catfish
3.86,15.74,0.38,30.0,2,Visakhapatnam,Herring
2.62,29.8,0.43,36.98,6,Visakhapatnam,Seer Fish
4.45,25.0,0.57,30.68,5,Chennai,Tilapia
2.17,30.08,0.26,34.73,9,Gujarat,Seer Fish
2.99,29.74,0.64,33.04,12,Kochi,Mackerel
2.53,25.73,0.61,32.78,2,Chennai,Pomfret
3.26,26.68,0.27,33.37,7,Mumbai,Bombay Duck
5.33,25.77,0.49,32.38,3,Visakhapatnam,Anchovy
2.5,27.75,0.69,35.69,8,Mangalore,Kingfish
1.83,25.46,0.27,33.82,10,Chennai,Pomfret
2.38,25.56,0.33,35.12,1,Visakhapatnam,Grouper
2.24,31.55,0.61,36.26,2,Gujarat,Kingfish
3.71,26.86,0.31,31.36,5,Chennai,Sardine
2.56,17.41,0.37,31.48,12,Kochi,Salmon
4.08,27.55,0.27,28.9,5,Gujarat,Tilapia
1.61,25.3,0.52,36.42,2,Visakhapatnam,Shark
1.87,28.68,0.63,34.84,11,Mumbai,Ribbonfish
3.61,27.06,0.35,31.42,5,Mangalore,Bombay Duck
1.77,9.94,0.25,31.42,11,Visakhapatnam,Cod
2.64,29.94,0.31,36.34,7,Chennai,Kingfish
4.1,15.9,0.41,30.85,4,Mumbai,Herring
3.06,27.45,0.28,33.32,5,Mumbai,Bombay Duck
2.63,12.79,0.28,33.2,5,Visakhapatnam,Herring
2.3,28.12,0.3,34.61,11,Mumbai,Pomfret
1.49,8.68,0.43,32.77,5,Chennai,Cod
2.4,28.95,0.49,32.22,11,Mangalore,Pomfret
2.12,28.78,0.53,34.45,2,Kochi,Kingfish
1.9,30.14,0.37,35.97,6,Gujarat,Seer Fish
1.88,27.59,0.24,35.05,6,Gujarat,Kingfish
2.65,27.85,0.62,33.19,9,Chennai,Croakers
2.66,28.13,0.26,34.72,6,Goa,Kingfish
3.06,11.0,0.38,31.29,3,Visakhapatnam,Herring
0.91,12.57,0.44,31.45,12,Visakhapatnam,Cod
2.76,27.74,0.39,34.15,6,Gujarat,Croakers
1.75,30.67,0.37,36.19,1,Mumbai,Tuna
1.84,26.94,0.34,33.32,2,Gujarat,Pomfret
4.52,27.98,0.23,29.91,6,Kochi,Hilsa
4.67,27.79,0.6,31.64,11,Gujarat,Sardine
2.3,28.93,0.39,33.62,2,Gujarat,Snapper
2.55,29.53,0.25,33.72,5,Mangalore,Mackerel
2.71,26.04,0.28,33.77,6,Chennai,Mackerel
2.98,27.4,0.28,28.48,5,Kochi,Tilapia
3.91,27.19,0.38,32.22,12,Kochi,Sardine
3.68,22.17,0.34,27.14,10,Mumbai,Tilapia
2.22,30.94,0.54,35.76,4,Goa,Tuna
3.4,27.05,0.56,30.5,5,Visakhapatnam,Bombay Duck
2.44,28.46,0.22,35.4,9,Visakhapatnam,Tuna
2.36,29.81,0.54,36.15,8,Chennai,Tuna
3.55,27.04,0.26,30.81,3,Mumbai,Hilsa
3.55,27.35,0.42,32.28,1,Goa,Croakers
2.94,30.49,0.57,35.76,3,Visakhapatnam,Ribbonfish
1.94,14.72,0.33,31.05,1,Gujarat,Cod
4.04,25.77,0.57,32.65,12,Mangalore,Hilsa
2.42,26.34,0.53,33.16,4,Goa,Pomfret
1.67,26.69,0.49,33.8,4,Kochi,Snapper
3.4,24.71,0.42,34.56,12,Chennai,Croakers
2.16,27.35,0.53,33.14,10,Gujarat,Pomfret
1.38,11.54,0.39,31.78,12,Goa,Cod
2.79,16.32,0.67,30.88,6,Goa,Herring
3.27,28.3,0.69,29.62,3,Gujarat,Hilsa
1.98,21.94,0.59,36.36,5,Visakhapatnam,Shark
2.04,25.64,0.56,35.82,5,Mumbai,Grouper
3.79,24.79,0.41,31.9,7,Mumbai,Anchovy
2.53,28.87,0.28,34.14,8,Gujarat,Snapper
3.74,12.89,0.62,30.45,3,Visakhapatnam,Herring
4.19,17.93,0.47,32.58,11,Kochi,Herring
1.9,30.42,0.32,35.32,7,Kochi,Seer Fish
2.39,31.1,0.55,35.45,8,Chennai,Tuna
2.22,29.06,0.26,34.9,10,Visakhapatnam,Snapper
2.92,26.56,0.66,34.15,9,Kochi,Croakers
4.8,24.77,0.64,30.67,3,Chennai,Hilsa
1.45,21.23,0.33,35.52,1,Gujarat,Shark
2.1,12.53,0.21,32.18,11,Mumbai,Salmon
2.99,26.29,0.33,30.85,9,Visakhapatnam,Tilapia
1.53,30.58,0.66,36.74,9,Mumbai,Tuna
1.07,9.9,0.33,32.95,6,Mangalore,Cod
1.06,21.14,0.29,36.73,9,Goa,Shark
3.21,27.44,0.21,33.59,7,Gujarat,Mackerel
2.3,28.71,0.24,34.66,6,Chennai,Barracuda
2.96,29.02,0.4,35.06,9,Visakhapatnam,Ribbonfish
2.13,29.19,0.65,36.48,5,Kochi,Seer Fish
3.72,23.77,0.31,30.63,6,Kochi,Catfish
2.94,29.8,0.48,35.66,11,Kochi,Mackerel
2.2,30.89,0.28,36.24,6,Kochi,Kingfish
2.14,27.76,0.32,34.36,6,Chennai,Mackerel
3.0,27.03,0.49,31.66,11,Chennai,Bombay Duck
1.89,12.59,0.67,33.22,7,Visakhapatnam,Cod
2.2,25.75,0.45,33.09,7,Mumbai,Pomfret
2.41,26.24,0.2,31.62,9,Kochi,Catfish
3.15,24.17,0.25,30.51,3,Goa,Tilapia
4.62,24.99,0.38,33.5,5,Kochi,Sardine
3.07,28.72,0.35,32.61,10,Mumbai,Hilsa
1.65,30.37,0.35,35.29,9,Goa,Ribbonfish
1.91,10.33,0.31,32.97,10,Goa,Cod
1.98,28.38,0.39,35.69,7,Chennai,Kingfish
3.08,24.55,0.37,27.98,11,Mangalore,Tilapia
3.9,23.33,0.21,29.92,8,Visakhapatnam,Catfish
2.42,25.77,0.56,34.34,9,Visakhapatnam,Grouper
5.39,23.82,0.31,31.3,2,Goa,Anchovy
4.21,24.04,0.53,29.71,7,Goa,Catfish
4.65,25.17,0.5,32.8,7,Mangalore,Sardine
1.65,27.78,0.48,35.61,4,Mangalore,Grouper
3.02,27.78,0.53,33.4,4,Visakhapatnam,Sardine
1.7,27.07,0.64,34.81,4,Mumbai,Ribbonfish
2.39,25.22,0.6,33.43,1,Chennai,Grouper
3.23,27.0,0.66,30.08,1,Visakhapatnam,Hilsa
0.92,24.87,0.39,35.59,6,Mumbai,Shark
4.02,27.02,0.37,32.67,3,Chennai,Bombay Duck
1.82,28.02,0.45,32.77,1,Mumbai,Pomfret
1.66,9.39,0.23,31.59,1,Mangalore,Cod
2.37,27.7,0.68,35.7,8,Gujarat,Ribbonfish
3.59,24.74,0.58,32.04,5,Kochi,Anchovy
3.09,27.11,0.58,35.84,6,Mangalore,Grouper
2.34,29.19,0.4,35.89,3,Visakhapatnam,Ribbonfish
2.75,12.53,0.27,32.5,12,Visakhapatnam,Salmon
4.24,23.09,0.49,27.93,6,Visakhapatnam,Tilapia
2.62,25.23,0.65,35.83,12,Chennai,Snapper
3.89,25.64,0.62,28.97,1,Mangalore,Tilapia
2.93,26.74,0.39,32.57,9,Visakhapatnam,Pomfret
2.43,17.0,0.48,30.82,6,Mumbai,Salmon
0.87,11.77,0.68,31.41,7,Chennai,Cod
2.93,29.22,0.29,35.93,11,Gujarat,Ribbonfish
1.9,31.24,0.21,36.29,11,Visakhapatnam,Tuna
5.3,25.77,0.64,30.22,4,Goa,Anchovy
4.11,28.44,0.67,33.47,12,Kochi,Bombay Duck
5.02,25.66,0.56,32.22,6,Mangalore,Anchovy
4.48,11.33,0.25,30.51,5,Goa,Herring
4.19,13.06,0.52,30.42,7,Visakhapatnam,Herring
2.99,25.73,0.48,33.88,2,Kochi,Pomfret
2.05,26.08,0.24,33.11,12,Mumbai,Pomfret
4.2,24.5,0.6,31.54,4,Mangalore,Sardine
1.46,10.79,0.26,33.65,5,Kochi,Cod
1.25,20.19,0.27,36.54,2,Goa,Shark
3.98,28.14,0.28,30.09,7,Mangalore,Bombay Duck
1.66,29.45,0.54,36.46,7,Kochi,Tuna
2.47,29.21,0.24,35.73,4,Visakhapatnam,Ribbonfish
2.38,30.27,0.54,34.71,11,Chennai,Ribbonfish
2.9,24.89,0.31,31.57,11,Gujarat,Catfish
1.6,22.69,0.24,36.24,11,Kochi,Shark
2.34,22.34,0.67,31.42,11,Kochi,Catfish
4.93,27.4,0.27,29.79,5,Mumbai,Hilsa
2.6,29.53,0.24,35.53,5,Mangalore,Kingfish
3.95,23.02,0.22,30.51,6,Mangalore,Anchovy
2.83,28.95,0.45,35.36,10,Mangalore,Ribbonfish
1.7,29.39,0.34,35.32,11,Kochi,Tuna
4.48,24.88,0.54,29.91,9,Kochi,Catfish
2.21,29.55,0.66,35.85,10,Mangalore,Ribbonfish
2.51,28.3,0.63,34.6,2,Mumbai,Seer Fish
3.53,24.58,0.52,29.44,1,Mumbai,Hilsa
4.43,26.91,0.37,31.5,2,Goa,Anchovy
3.1,26.46,0.55,33.71,6,Chennai,Grouper
2.71,28.05,0.22,33.66,10,Mangalore,Snapper
4.64,23.27,0.42,30.62,6,Chennai,Anchovy
1.84,31.6,0.24,36.91,12,Goa,Tuna
2.18,27.87,0.25,33.89,2,Kochi,Pomfret
3.56,23.5,0.41,28.05,8,Chennai,Catfish
5.21,25.82,0.29,30.06,8,Visakhapatnam,Anchovy
2.56,26.66,0.52,30.07,8,Visakhapatnam,Catfish
3.58,24.39,0.61,34.39,9,Mumbai,Croakers
3.17,27.23,0.25,34.78,10,Visakhapatnam,Grouper
1.15,21.73,0.51,35.2,9,Visakhapatnam,Shark
3.98,26.9,0.24,31.23,11,Gujarat,Sardine
2.65,26.49,0.54,32.82,5,Goa,Pomfret
2.55,26.51,0.55,34.08,4,Kochi,Snapper
2.24,24.14,0.42,35.58,1,Kochi,Grouper
1.89,22.64,0.33,36.84,10,Chennai,Shark
2.81,28.91,0.45,35.87,9,Mangalore,Snapper
1.91,29.06,0.65,35.92,5,Mumbai,Seer Fish
1.63,9.15,0.64,33.26,7,Mangalore,Cod
2.07,30.15,0.64,34.95,3,Gujarat,Barracuda
3.05,27.1,0.52,33.02,10,Kochi,Bombay Duck
2.71,28.08,0.56,33.06,9,Goa,Bombay Duck
4.63,27.43,0.33,33.0,7,Kochi,Hilsa
3.49,24.23,0.59,28.21,12,Goa,Catfish
0.97,13.37,0.24,33.19,8,Gujarat,Cod
2.43,27.92,0.51,35.25,6,Mumbai,Ribbonfish
1.79,21.42,0.22,35.15,5,Visakhapatnam,Shark
2.95,30.6,0.26,35.76,10,Kochi,Ribbonfish
2.9,12.08,0.43,32.42,12,Mumbai,Herring
4.05,17.88,0.2,30.42,1,Mangalore,Herring
1.93,27.42,0.47,33.03,8,Visakhapatnam,Grouper
2.64,29.57,0.33,34.46,10,Mangalore,Mackerel
3.26,26.84,0.6,35.38,5,Chennai,Mackerel
2.31,25.29,0.57,33.7,5,Mumbai,Snapper
2.78,29.24,0.37,35.39,9,Mangalore,Seer Fish
2.71,10.51,0.6,33.48,11,Gujarat,Herring
2.17,28.24,0.36,34.47,3,Gujarat,Pomfret
0.94,23.7,0.34,36.06,5,Visakhapatnam,Shark
3.41,22.98,0.32,28.88,12,Visakhapatnam,Catfish
1.91,31.26,0.36,35.29,11,Goa,Tuna
4.23,27.43,0.21,32.64,11,Mumbai,Hilsa
4.99,26.21,0.41,32.73,6,Goa,Anchovy
2.19,29.88,0.45,35.6,9,Goa,Barracuda
3.87,23.05,0.24,30.03,4,Mumbai,Anchovy
3.81,25.75,0.34,29.07,11,Chennai,Tilapia
1.92,26.67,0.57,35.27,7,Gujarat,Snapper
3.59,27.31,0.67,33.71,11,Goa,Bombay Duck
2.63,30.63,0.6,34.84,12,Chennai,Seer Fish
4.3,26.87,0.61,31.47,3,Gujarat,Catfish
3.2,23.7,0.56,29.27,3,Visakhapatnam,Tilapia
3.05,23.03,0.64,28.92,3,Mangalore,Tilapia
1.2,11.67,0.68,34.7,8,Goa,Cod
2.16,29.48,0.53,36.91,3,Goa,Tuna
3.43,25.53,0.48,31.24,6,Mumbai,Croakers
1.64,29.21,0.66,33.12,8,Kochi,Snapper
1.17,14.73,0.29,33.13,12,Goa,Cod
2.4,25.74,0.61,32.66,5,Mumbai,Pomfret
3.86,23.9,0.6,28.06,12,Mangalore,Catfish
2.41,28.71,0.46,36.0,1,Mangalore,Grouper
1.91,28.85,0.33,35.03,3,Kochi,Tuna
2.27,31.25,0.57,34.68,11,Mumbai,Kingfish
4.68,25.36,0.64,31.68,11,Kochi,Sardine
2.59,28.98,0.61,34.09,9,Gujarat,Kingfish
4.62,24.23,0.23,29.84,7,Gujarat,Hilsa
2.85,26.53,0.58,31.59,7,Mangalore,Bombay Duck
2.58,29.68,0.31,34.9,5,Goa,Snapper
3.32,27.47,0.45,34.24,5,Chennai,Mackerel
3.09,27.65,0.25,32.34,11,Mumbai,Croakers
3.29,27.83,0.5,34.33,9,Chennai,Mackerel
2.11,28.95,0.23,35.43,7,Kochi,Kingfish
3.54,27.23,0.45,32.15,6,Mumbai,Sardine
3.27,25.3,0.52,29.16,12,Mangalore,Hilsa
1.95,28.57,0.21,36.61,6,Gujarat,Tuna
2.34,28.12,0.35,34.95,6,Mumbai,Pomfret
3.25,27.14,0.55,33.39,8,Kochi,Croakers
2.35,25.29,0.56,33.83,6,Mangalore,Grouper
1.57,28.05,0.2,35.71,5,Kochi,Tuna
1.48,28.58,0.57,36.91,3,Chennai,Barracuda
2.86,26.52,0.25,35.39,10,Kochi,Snapper
3.51,26.98,0.61,31.34,11,Chennai,Sardine
1.71,28.8,0.42,35.84,7,Goa,Tuna
0.94,8.39,0.41,34.83,8,Gujarat,Cod
3.29,25.05,0.46,33.01,8,Chennai,Sardine
1.74,28.49,0.36,33.34,9,Mangalore,Grouper
1.36,10.09,0.49,34.03,4,Gujarat,Cod
2.54,30.8,0.33,35.73,10,Gujarat,Ribbonfish
4.27,11.86,0.5,33.59,8,Mumbai,Herring
3.9,25.46,0.34,33.31,8,Gujarat,Sardine
1.45,24.31,0.24,36.63,11,Goa,Shark
1.71,28.18,0.47,35.91,3,Chennai,Grouper
2.83,26.12,0.67,35.45,6,Goa,Grouper
2.53,13.49,0.56,33.05,4,Chennai,Salmon
3.95,26.29,0.46,30.94,1,Mangalore,Tilapia
1.16,26.61,0.53,35.42,9,Mumbai,Barracuda
3.56,24.78,0.49,31.63,5,Gujarat,Croakers
4.87,26.81,0.41,30.73,10,Chennai,Anchovy
4.68,26.67,0.3,31.62,3,Visakhapatnam,Anchovy
3.48,25.24,0.35,31.1,2,Mangalore,Sardine
2.53,27.25,0.58,32.78,2,Visakhapatnam,Bombay Duck
3.06,26.27,0.58,31.03,2,Mumbai,Bombay Duck
4.84,25.4,0.7,32.52,8,Visakhapatnam,Anchovy
1.53,30.1,0.27,35.19,12,Visakhapatnam,Ribbonfish
4.14,24.88,0.61,32.07,8,Mumbai,Anchovy
3.77,28.93,0.57,31.06,7,Gujarat,Hilsa
2.75,30.86,0.46,35.93,3,Mumbai,Seer Fish
2.89,14.13,0.21,30.47,6,Mangalore,Herring
2.89,27.8,0.23,31.53,6,Mangalore,Croakers
2.7,27.85,0.52,35.51,7,Gujarat,Seer Fish
1.28,11.09,0.42,34.15,3,Gujarat,Cod
3.49,27.4,0.3,29.7,7,Kochi,Hilsa
1.81,28.37,0.35,35.86,9,Chennai,Ribbonfish
4.69,26.34,0.49,31.08,10,Goa,Sardine
3.78,27.45,0.59,33.11,7,Visakhapatnam,Bombay Duck
4.0,27.02,0.49,30.47,9,Visakhapatnam,Bombay Duck
3.58,28.43,0.5,31.58,9,Mumbai,Hilsa
2.09,29.82,0.46,35.13,1,Gujarat,Seer Fish
3.49,26.12,0.6,31.4,3,Chennai,Catfish
3.71,23.45,0.55,31.11,10,Chennai,Catfish
2.72,25.12,0.62,34.77,6,Chennai,Pomfret
2.28,31.43,0.25,35.73,1,Visakhapatnam,Kingfish
1.88,29.62,0.58,35.75,12,Visakhapatnam,Seer Fish
2.94,26.56,0.43,32.51,9,Mumbai,Pomfret
2.75,28.46,0.31,36.59,9,Gujarat,Seer Fish
2.56,28.38,0.44,35.88,6,Chennai,Kingfish
1.98,26.09,0.27,33.35,3,Chennai,Snapper
4.19,27.3,0.37,31.76,7,Gujarat,Bombay Duck
2.87,28.5,0.61,35.08,6,Visakhapatnam,Ribbonfish
1.98,30.07,0.34,36.5,1,Mangalore,Tuna
1.68,31.06,0.66,36.94,5,Kochi,Tuna
3.31,25.3,0.2,31.58,12,Goa,Hilsa
2.23,26.3,0.24,32.41,9,Mumbai,Pomfret
1.78,31.19,0.24,35.23,5,Kochi,Tuna
1.11,21.01,0.23,35.91,2,Kochi,Shark
1.05,9.4,0.52,34.51,6,Kochi,Cod
4.25,24.89,0.22,32.1,9,Mangalore,Hilsa
2.54,28.5,0.25,33.62,3,Mumbai,Mackerel
4.03,26.01,0.49,28.8,4,Gujarat,Tilapia
1.86,12.34,0.63,33.5,4,Mumbai,Salmon
2.79,29.71,0.61,34.27,7,Goa,Mackerel
1.99,28.35,0.61,35.96,6,Kochi,Seer Fish
4.49,27.59,0.59,32.94,7,Mumbai,Hilsa
2.55,26.97,0.69,28.49,9,Mangalore,Catfish
3.52,11.54,0.49,33.16,8,Gujarat,Herring
1.82,13.26,0.48,30.49,8,Gujarat,Salmon
2.85,27.01,0.4,29.78,10,Goa,Tilapia
1.35,23.39,0.3,35.45,8,Kochi,Shark
2.29,27.58,0.21,34.01,2,Goa,Ribbonfish
4.32,22.45,0.63,31.23,11,Goa,Catfish
2.09,25.18,0.41,35.19,9,Gujarat,Snapper
4.41,28.0,0.38,29.62,3,Goa,Hilsa
2.79,27.88,0.36,34.01,1,Goa,Pomfret
3.23,27.6,0.4,33.05,2,Kochi,Bombay Duck
1.59,10.5,0.21,34.97,9,Mangalore,Cod
4.9,26.78,0.22,31.74,6,Mangalore,Anchovy
2.94,28.53,0.39,33.49,11,Mangalore,Pomfret
1.34,12.73,0.5,32.58,8,Goa,Cod
2.78,26.31,0.33,31.92,3,Mangalore,Bombay Duck
4.43,26.83,0.21,31.33,12,Kochi,Hilsa
2.08,28.76,0.59,36.91,3,Goa,Tuna
2.5,24.07,0.4,32.8,11,Kochi,Croakers
4.16,13.92,0.24,30.12,4,Kochi,Herring
3.19,27.0,0.25,31.95,11,Kochi,Bombay Duck
2.59,29.26,0.37,33.34,10,Goa,Mackerel
2.89,27.53,0.25,34.41,5,Visakhapatnam,Ribbonfish
2.31,12.89,0.51,32.17,11,Goa,Salmon
1.55,28.58,0.56,34.69,7,Mumbai,Ribbonfish
2.62,14.13,0.21,32.17,9,Gujarat,Herring
4.58,27.38,0.33,31.62,7,Gujarat,Hilsa
2.4,29.9,0.41,36.01,2,Mangalore,Tuna
4.01,15.48,0.52,32.09,2,Mangalore,Herring
1.62,22.81,0.61,35.15,5,Mangalore,Shark
2.99,27.93,0.28,33.68,10,Gujarat,Bombay Duck
4.18,24.59,0.35,31.23,6,Mangalore,Catfish
3.4,26.17,0.3,32.82,3,Goa,Sardine
2.33,29.45,0.47,36.38,3,Gujarat,Seer Fish
2.19,27.01,0.23,36.99,2,Goa,Kingfish
0.86,22.92,0.44,35.6,4,Mangalore,Shark
3.69,25.57,0.52,27.27,5,Kochi,Tilapia
4.98,27.16,0.51,31.44,9,Chennai,Sardine
3.12,25.09,0.57,31.47,1,Gujarat,Catfish
4.19,22.14,0.4,27.99,2,Kochi,Tilapia
2.42,25.61,0.28,34.49,8,Chennai,Pomfret
2.13,26.14,0.23,33.06,7,Mangalore,Pomfret
1.94,8.13,0.24,31.1,6,Mangalore,Cod
1.84,12.9,0.39,30.26,12,Chennai,Salmon
1.56,28.73,0.67,34.05,12,Mumbai,Ribbonfish
3.27,23.23,0.66,29.94,2,Kochi,Tilapia
3.63,27.6,0.27,32.72,3,Mangalore,Sardine
2.5,28.85,0.34,33.78,12,Mumbai,Mackerel
4.77,24.29,0.41,30.42,6,Mumbai,Hilsa
1.99,28.25,0.55,36.58,4,Mumbai,Tuna
3.63,23.77,0.28,29.02,1,Visakhapatnam,Catfish
1.95,28.46,0.35,36.68,3,Gujarat,Barracuda
3.79,27.19,0.36,33.43,4,Mumbai,Croakers
2.63,26.52,0.5,35.97,10,Visakhapatnam,Mackerel
3.54,27.07,0.63,33.22,5,Mangalore,Sardine
1.75,20.59,0.31,35.82,7,Chennai,Shark
2.33,26.73,0.6,33.19,12,Mumbai,Croakers
1.63,25.24,0.56,33.22,9,Kochi,Grouper
2.9,26.4,0.55,34.47,4,Kochi,Croakers
1.33,22.04,0.66,35.04,4,Chennai,Shark
3.59,27.16,0.36,31.72,10,Mumbai,Croakers
2.34,27.39,0.35,34.05,11,Mangalore,Seer Fish
1.99,26.72,0.56,35.36,11,Gujarat,Barracuda
1.36,13.26,0.59,30.65,7,Gujarat,Salmon
1.67,29.04,0.55,35.93,1,Mumbai,Snapper
1.94,28.77,0.4,34.71,8,Mumbai,Ribbonfish
4.75,26.43,0.37,30.53,7,Visakhapatnam,Hilsa
1.89,29.27,0.27,34.87,4,Chennai,Barracuda
3.1,27.8,0.57,31.4,6,Gujarat,Hilsa
1.78,30.69,0.7,36.92,8,Chennai,Tuna
1.96,14.27,0.69,31.96,4,Mumbai,Salmon
2.43,28.62,0.62,35.68,10,Visakhapatnam,Ribbonfish
2.89,31.62,0.65,36.48,12,Goa,Kingfish
2.74,30.06,0.51,34.7,12,Visakhapatnam,Ribbonfish
1.81,17.67,0.53,33.54,7,Mangalore,Salmon
4.8,25.43,0.4,33.72,6,Visakhapatnam,Sardine
4.53,24.31,0.21,29.32,4,Gujarat,Hilsa
3.1,11.41,0.34,32.42,4,Goa,Herring
2.25,28.04,0.44,33.86,6,Gujarat,Mackerel
2.06,30.69,0.39,36.19,10,Visakhapatnam,Barracuda
2.05,26.67,0.36,34.3,5,Goa,Grouper
2.88,24.51,0.64,35.37,10,Chennai,Grouper
2.46,27.68,0.29,31.2,7,Mangalore,Croakers
2.68,22.08,0.32,29.35,4,Visakhapatnam,Tilapia
2.39,26.6,0.44,35.95,5,Mangalore,Mackerel
2.84,25.12,0.63,34.2,7,Gujarat,Croakers
2.96,24.73,0.46,35.72,11,Goa,Grouper
1.88,29.81,0.58,36.34,5,Goa,Kingfish
4.23,23.68,0.46,31.93,12,Mangalore,Anchovy
3.38,28.53,0.36,31.38,11,Kochi,Bombay Duck
2.34,29.77,0.32,35.35,2,Mumbai,Barracuda
3.17,26.7,0.22,34.1,2,Visakhapatnam,Croakers
3.25,25.77,0.55,34.66,2,Kochi,Croakers
2.78,26.12,0.26,33.14,1,Mangalore,Mackerel
3.86,23.09,0.35,31.56,9,Kochi,Catfish
1.41,24.91,0.55,36.93,12,Visakhapatnam,Shark
3.02,26.25,0.69,32.68,5,Kochi,Hilsa
5.0,24.7,0.4,32.27,9,Gujarat,Anchovy
2.8,26.34,0.28,33.48,11,Goa,Snapper
3.66,12.62,0.48,32.76,5,Goa,Herring
5.1,26.04,0.61,32.54,5,Kochi,Anchovy
2.12,26.42,0.25,35.62,1,Kochi,Snapper
2.02,25.77,0.23,34.81,4,Gujarat,Snapper
1.27,21.53,0.28,36.37,5,Goa,Shark
2.05,29.74,0.41,36.74,7,Gujarat,Kingfish
2.11,28.09,0.68,36.83,11,Mumbai,Barracuda
2.74,16.29,0.63,30.86,12,Goa,Herring
4.47,27.68,0.62,30.82,12,Mumbai,Hilsa
4.44,22.73,0.57,28.68,9,Chennai,Catfish
2.25,29.14,0.69,35.27,12,Visakhapatnam,Mackerel
